feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,label,image_path
0.0,0.0,0.0,0.344143271446228,-0.14462050795555115,0.015069451183080673,0.5288971662521362,-0.3574254512786865,-0.007154891733080149,0.6710197925567627,-0.5449888706207275,-0.06131485477089882,0.6517951488494873,-0.7446990609169006,-0.11226388812065125,0.15161021053791046,-0.7803760766983032,0.10086103528738022,0.30333951115608215,-0.9093033075332642,0.004165416583418846,0.4578043520450592,-0.8503397703170776,-0.08809848129749298,0.5613499283790588,-0.7489941716194153,-0.1476333737373352,0.05152762681245804,-0.7976043224334717,0.028703199699521065,0.2567329406738281,-0.9587422013282776,-0.11189787834882736,0.4438360035419464,-0.8679183721542358,-0.22299647331237793,0.5397149324417114,-0.7107718586921692,-0.2764942944049835,-0.013280351646244526,-0.7615607380867004,-0.055535584688186646,0.2059459090232849,-0.9289786219596863,-0.18094584345817566,0.41260915994644165,-0.821867823600769,-0.24619373679161072,0.5241599678993225,-0.6721927523612976,-0.2601425349712372,-0.05321066454052925,-0.6733196377754211,-0.14095032215118408,0.17118386924266815,-0.7876256108283997,-0.22663159668445587,0.36105844378471375,-0.7582815289497375,-0.2651681900024414,0.4882887899875641,-0.6872494220733643,-0.2766128182411194,1.0,0,data/asl_dataset/0/hand1_0_bot_seg_5_cropped.jpeg
0.0,0.0,0.0,0.08076342940330505,0.0388818234205246,-0.19213628768920898,0.1989211142063141,0.006889061536639929,-0.3468101918697357,0.35245251655578613,-0.006173117086291313,-0.47097155451774597,0.4823773205280304,-0.014876265078783035,-0.5852527618408203,0.03871744126081467,-0.2807462215423584,-0.36804068088531494,0.3509172201156616,-0.2130148559808731,-0.5462377071380615,0.5366972088813782,-0.10309068858623505,-0.6371778845787048,0.6865043640136719,-0.01697400212287903,-0.6898260116577148,0.049673568457365036,-0.4107864797115326,-0.3402918875217438,0.4411514699459076,-0.33173301815986633,-0.5367669463157654,0.6487848162651062,-0.16929194331169128,-0.5897935032844543,0.7926037907600403,-0.04742392152547836,-0.6078900098800659,0.09808656573295593,-0.4818894863128662,-0.3231273889541626,0.481954962015152,-0.4374925196170807,-0.4937204420566559,0.6787232160568237,-0.2768324911594391,-0.5222278833389282,0.8032649159431458,-0.15337705612182617,-0.518203854560852,0.1678386777639389,-0.5060632824897766,-0.3176449239253998,0.46515631675720215,-0.46185922622680664,-0.4415828287601471,0.6317214369773865,-0.3434073030948639,-0.47573184967041016,0.7512121796607971,-0.25505855679512024,-0.48475998640060425,0.0,0,data/asl_dataset/0/hand1_0_bot_seg_2_cropped.jpeg
0.0,0.0,0.0,0.20739823579788208,-0.16176806390285492,0.0418471060693264,0.3062551021575928,-0.3858203589916229,0.014905220828950405,0.40123817324638367,-0.5553284883499146,-0.04540203511714935,0.40247341990470886,-0.7291895151138306,-0.10118711739778519,-0.07581563293933868,-0.5934090614318848,0.01445498876273632,0.009654391556978226,-0.8685175180435181,-0.09055731445550919,0.22456927597522736,-0.8911318778991699,-0.15203894674777985,0.3829982876777649,-0.8222602009773254,-0.17400667071342468,-0.1575632244348526,-0.5843147039413452,-0.07546769827604294,-0.0509628988802433,-0.9281349778175354,-0.21343255043029785,0.22641706466674805,-0.9358566403388977,-0.2700142562389374,0.40662330389022827,-0.8230680823326111,-0.27385789155960083,-0.1998596489429474,-0.5505034327507019,-0.17049115896224976,-0.09266673773527145,-0.8965548872947693,-0.28806036710739136,0.18112358450889587,-0.8972423076629639,-0.2957684397697449,0.3490476608276367,-0.8066409230232239,-0.2668802738189697,-0.1946604996919632,-0.48658016324043274,-0.2638099193572998,-0.04326779022812843,-0.7575216889381409,-0.34607964754104614,0.165117084980011,-0.7823122143745422,-0.34114813804626465,0.3110053241252899,-0.7263869643211365,-0.3123416006565094,1.0,0,data/asl_dataset/0/hand1_0_top_seg_3_cropped.jpeg
0.0,0.0,0.0,0.19144964218139648,-0.1487272083759308,0.0003844502498395741,0.36879318952560425,-0.31060412526130676,-0.04734562337398529,0.5461894869804382,-0.37140989303588867,-0.10523460805416107,0.7053054571151733,-0.3688248097896576,-0.15668141841888428,0.2585241496562958,-0.6271543502807617,-0.08490018546581268,0.5832498669624329,-0.5449983477592468,-0.1852668672800064,0.7514631748199463,-0.43552738428115845,-0.25312310457229614,0.8742138147354126,-0.33256950974464417,-0.2944665253162384,0.22793671488761902,-0.5902710556983948,-0.14011278748512268,0.5780108571052551,-0.5109239220619202,-0.2305823713541031,0.7677439451217651,-0.39672333002090454,-0.26477551460266113,0.9152438640594482,-0.28456777334213257,-0.2852189540863037,0.21324603259563446,-0.490268349647522,-0.19811443984508514,0.5461277365684509,-0.44972872734069824,-0.2784104347229004,0.7403913736343384,-0.3526400923728943,-0.2885120213031769,0.8897402882575989,-0.2557174563407898,-0.28998446464538574,0.21438507735729218,-0.34655192494392395,-0.25686126947402954,0.45664525032043457,-0.3459632992744446,-0.3063451051712036,0.6102744936943054,-0.31622326374053955,-0.3045461177825928,0.7348290681838989,-0.27541854977607727,-0.2993733584880829,1.0,0,data/asl_dataset/0/hand2_0_left_seg_2_cropped.jpeg
0.0,0.0,0.0,0.17753955721855164,-0.16329708695411682,-0.04908379539847374,0.4483513832092285,-0.28223901987075806,-0.10666500777006149,0.7046071887016296,-0.24695900082588196,-0.15474960207939148,0.8882439136505127,-0.20536543428897858,-0.1931285411119461,0.3772827386856079,-0.49597910046577454,-0.1608307808637619,0.7238921523094177,-0.4385131001472473,-0.23845501244068146,0.86270672082901,-0.32500267028808594,-0.2699693739414215,0.9318634271621704,-0.22512230277061462,-0.28451791405677795,0.32894718647003174,-0.37049511075019836,-0.17591196298599243,0.6698222160339355,-0.3504568934440613,-0.24213306605815887,0.8274710178375244,-0.26534005999565125,-0.26015132665634155,0.9228113889694214,-0.17598477005958557,-0.2733613848686218,0.29515713453292847,-0.20432139933109283,-0.19135421514511108,0.5978996157646179,-0.22634126245975494,-0.24638327956199646,0.7545083165168762,-0.17972594499588013,-0.25107014179229736,0.8544711470603943,-0.13073521852493286,-0.257495254278183,0.27969685196876526,-0.021242832764983177,-0.20829078555107117,0.46984216570854187,-0.016614500433206558,-0.2508684992790222,0.5899360775947571,-0.008339845575392246,-0.2549584209918976,0.6863303780555725,0.005210012197494507,-0.2569495141506195,1.0,0,data/asl_dataset/0/hand2_0_left_seg_5_cropped.jpeg
0.0,0.0,0.0,0.1684209555387497,-0.23937460780143738,0.1964399516582489,0.18127281963825226,-0.4923391044139862,0.2263142466545105,0.25673291087150574,-0.6689968109130859,0.19639955461025238,0.291088730096817,-0.8322232365608215,0.1653265655040741,-0.2505472004413605,-0.5925125479698181,0.1061180979013443,-0.0971871167421341,-0.8921282291412354,0.0610821396112442,0.10818833857774734,-0.9666939973831177,0.07026692479848862,0.23761050403118134,-0.9125462174415588,0.10277093946933746,-0.28052571415901184,-0.5785356163978577,-0.041853904724121094,-0.0958464965224266,-0.95504230260849,-0.10186767578125,0.14645817875862122,-0.9871431589126587,-0.0640186071395874,0.27225130796432495,-0.899745762348175,-0.004534278064966202,-0.2270347625017166,-0.5539953708648682,-0.18140462040901184,-0.05479564517736435,-0.9459043741226196,-0.22198715806007385,0.18572887778282166,-0.9666270613670349,-0.1355145275592804,0.28601735830307007,-0.87746661901474,-0.05062379688024521,-0.10868237912654877,-0.5259730815887451,-0.30818694829940796,0.05712570995092392,-0.8484142422676086,-0.3323473036289215,0.21922269463539124,-0.9034302830696106,-0.26886889338493347,0.29660698771476746,-0.8687678575515747,-0.19986900687217712,1.0,0,data/asl_dataset/0/hand5_0_bot_seg_2_cropped.jpeg
0.0,0.0,0.0,0.27673065662384033,-0.021184176206588745,0.09886031597852707,0.5162845253944397,0.0953100174665451,0.08116697520017624,0.6453396081924438,0.2582070231437683,0.02718534879386425,0.7048020958900452,0.4207119643688202,-0.019009292125701904,0.6883239150047302,0.07460714876651764,-0.0029860478825867176,0.9155632257461548,0.39428848028182983,-0.07924969494342804,0.80478435754776,0.5228285789489746,-0.10760579258203506,0.688683271408081,0.5206356644630432,-0.10547158122062683,0.6368674635887146,0.13846154510974884,-0.10248203575611115,0.801823079586029,0.5208724141120911,-0.14477117359638214,0.6543744802474976,0.5851337909698486,-0.12646569311618805,0.5653184652328491,0.5091755986213684,-0.11085470020771027,0.5374101996421814,0.22104990482330322,-0.19770587980747223,0.6862024664878845,0.6144428253173828,-0.20986266434192657,0.539897084236145,0.6460828185081482,-0.13408039510250092,0.45454463362693787,0.5586245656013489,-0.08669644594192505,0.4106493890285492,0.30936190485954285,-0.2897612750530243,0.5241777896881104,0.640460729598999,-0.27863407135009766,0.417306125164032,0.6572864055633545,-0.20476318895816803,0.34390878677368164,0.573418378829956,-0.1530112773180008,1.0,0,data/asl_dataset/0/hand2_0_right_seg_4_cropped.jpeg
0.0,0.0,0.0,0.2300635576248169,-0.133827805519104,0.11347012221813202,0.33106836676597595,-0.3508671820163727,0.1130831316113472,0.45555078983306885,-0.4764069616794586,0.06560758501291275,0.46512264013290405,-0.5798619389533997,0.02625993825495243,-0.12683194875717163,-0.6303185820579529,0.06129124015569687,0.13024407625198364,-0.9238406419754028,-0.04160222411155701,0.36662757396698,-0.8745004534721375,-0.09170342236757278,0.47079983353614807,-0.7197137475013733,-0.09527697414159775,-0.1797538846731186,-0.6177595257759094,-0.058721862733364105,0.12256703525781631,-0.9795665144920349,-0.1594579666852951,0.39478692412376404,-0.8939265012741089,-0.16372859477996826,0.4906466603279114,-0.7331249713897705,-0.1336010843515396,-0.15665915608406067,-0.5750778913497925,-0.18202166259288788,0.15372739732265472,-0.9357210993766785,-0.2614693343639374,0.41317251324653625,-0.8467050194740295,-0.20577742159366608,0.49223679304122925,-0.7012519240379333,-0.1393333077430725,-0.0570233128964901,-0.4942733347415924,-0.30053067207336426,0.21966315805912018,-0.7631445527076721,-0.3483279049396515,0.4078303873538971,-0.7202444076538086,-0.2992720603942871,0.47209522128105164,-0.6146547794342041,-0.24395237863063812,1.0,0,data/asl_dataset/0/hand2_0_dif_seg_4_cropped.jpeg
0.0,0.0,0.0,0.221626877784729,-0.10103537887334824,0.017168685793876648,0.35408464074134827,-0.26454028487205505,-0.049566734582185745,0.5097413063049316,-0.4011719822883606,-0.14552000164985657,0.5286824703216553,-0.5586497187614441,-0.2301960289478302,-0.1539635807275772,-0.5909696817398071,-0.06332752853631973,0.09661603718996048,-0.8958462476730347,-0.20993922650814056,0.34566372632980347,-0.7950579524040222,-0.29224321246147156,0.448777437210083,-0.6145296692848206,-0.3184998631477356,-0.21960921585559845,-0.5864703059196472,-0.14769501984119415,0.08592560142278671,-0.9514856934547424,-0.29545167088508606,0.37679150700569153,-0.8321566581726074,-0.3421602249145508,0.4890485405921936,-0.6549954414367676,-0.3443583846092224,-0.21627163887023926,-0.5456300377845764,-0.23842166364192963,0.08504335582256317,-0.9194188117980957,-0.3689546585083008,0.3638865649700165,-0.8116943836212158,-0.35340288281440735,0.47044721245765686,-0.6449528932571411,-0.3125249445438385,-0.14281021058559418,-0.4491507112979889,-0.32815518975257874,0.12684501707553864,-0.7072828412055969,-0.4246188998222351,0.3485158383846283,-0.6566588282585144,-0.4099898934364319,0.45637479424476624,-0.5498454570770264,-0.37803614139556885,1.0,0,data/asl_dataset/0/hand2_0_dif_seg_3_cropped.jpeg
0.0,0.0,0.0,0.151587575674057,-0.1466762274503708,-0.0774180144071579,0.4300638437271118,-0.26548096537590027,-0.1277894526720047,0.7106198072433472,-0.2547435164451599,-0.16080935299396515,0.9089555740356445,-0.22536656260490417,-0.1783548891544342,0.4037081003189087,-0.4436469078063965,-0.14472608268260956,0.7501925826072693,-0.41173937916755676,-0.21420246362686157,0.8850515484809875,-0.3117508888244629,-0.23765820264816284,0.9442498087882996,-0.22146478295326233,-0.2436097413301468,0.4031510055065155,-0.30619513988494873,-0.12736311554908752,0.7532349824905396,-0.30959460139274597,-0.17618818581104279,0.8870431184768677,-0.24513481557369232,-0.1820969134569168,0.954087495803833,-0.18157871067523956,-0.18504153192043304,0.40555986762046814,-0.13701806962490082,-0.11421032249927521,0.7191265225410461,-0.1612728387117386,-0.15679216384887695,0.8469372391700745,-0.13980573415756226,-0.14559710025787354,0.9083324670791626,-0.1270531713962555,-0.13617995381355286,0.4176924228668213,0.04578813910484314,-0.10618839412927628,0.6250587105751038,0.009160676039755344,-0.14249515533447266,0.7330402135848999,-0.025415057316422462,-0.14295178651809692,0.8037350177764893,-0.061164166778326035,-0.13723112642765045,1.0,0,data/asl_dataset/0/hand2_0_left_seg_4_cropped.jpeg
